HYPER-PARAMETERS
[111/400]  Loss_D: -1.3176 Loss_G: -4.7023, Wasserstein_dist:1.8030, vae_loss_seen:741.1425 GZSL: seen=0.4271, unseen=0.4569, h=0.4415 ZSL: unseen accuracy=0.6368
[112/400]  Loss_D: -1.4060 Loss_G: -5.9476, Wasserstein_dist:1.8877, vae_loss_seen:740.0446 GZSL: seen=0.3895, unseen=0.5049, h=0.4398 ZSL: unseen accuracy=0.6347
[113/400]  Loss_D: -1.3175 Loss_G: -6.4553, Wasserstein_dist:1.8671, vae_loss_seen:730.2524 GZSL: seen=0.3957, unseen=0.4854, h=0.4360 ZSL: unseen accuracy=0.6264
[114/400]  Loss_D: -1.1806 Loss_G: -4.2610, Wasserstein_dist:1.7060, vae_loss_seen:729.0361 GZSL: seen=0.4101, unseen=0.4819, h=0.4431 ZSL: unseen accuracy=0.6236
[115/400]  Loss_D: -1.3271 Loss_G: -5.8660, Wasserstein_dist:1.8729, vae_loss_seen:722.2781 GZSL: seen=0.4070, unseen=0.4757, h=0.4387 ZSL: unseen accuracy=0.6368
[116/400]  Loss_D: -1.5948 Loss_G: -5.7040, Wasserstein_dist:2.0974, vae_loss_seen:741.9617 GZSL: seen=0.4043, unseen=0.4812, h=0.4394 ZSL: unseen accuracy=0.6333
[117/400]  Loss_D: -1.2953 Loss_G: -6.1123, Wasserstein_dist:1.9019, vae_loss_seen:738.0138 GZSL: seen=0.3957, unseen=0.4903, h=0.4380 ZSL: unseen accuracy=0.6340
[118/400]  Loss_D: -1.3249 Loss_G: -5.4400, Wasserstein_dist:1.7755, vae_loss_seen:727.3493 GZSL: seen=0.4105, unseen=0.4687, h=0.4377 ZSL: unseen accuracy=0.6368
[119/400]  Loss_D: -1.4678 Loss_G: -7.6315, Wasserstein_dist:2.0891, vae_loss_seen:732.2726 GZSL: seen=0.4078, unseen=0.4715, h=0.4373 ZSL: unseen accuracy=0.6389
[120/400]  Loss_D: -1.1815 Loss_G: -3.3270, Wasserstein_dist:1.6910, vae_loss_seen:736.1418 GZSL: seen=0.4167, unseen=0.4694, h=0.4415 ZSL: unseen accuracy=0.6368
[121/400]  Loss_D: -1.4235 Loss_G: -4.9558, Wasserstein_dist:1.9620, vae_loss_seen:743.4677 GZSL: seen=0.4058, unseen=0.4792, h=0.4395 ZSL: unseen accuracy=0.6278
[122/400]  Loss_D: -1.4674 Loss_G: -6.2912, Wasserstein_dist:1.9607, vae_loss_seen:724.9857 GZSL: seen=0.4016, unseen=0.4806, h=0.4375 ZSL: unseen accuracy=0.6278
[123/400]  Loss_D: -1.4996 Loss_G: -6.9600, Wasserstein_dist:1.9884, vae_loss_seen:728.2899 GZSL: seen=0.4085, unseen=0.4819, h=0.4422 ZSL: unseen accuracy=0.6285
[124/400]  Loss_D: -1.3984 Loss_G: -5.8579, Wasserstein_dist:1.9593, vae_loss_seen:731.2564 GZSL: seen=0.4167, unseen=0.4625, h=0.4384 ZSL: unseen accuracy=0.6396
[125/400]  Loss_D: -1.3855 Loss_G: -7.2278, Wasserstein_dist:1.9389, vae_loss_seen:746.5287 GZSL: seen=0.4174, unseen=0.4632, h=0.4391 ZSL: unseen accuracy=0.6312
[126/400]  Loss_D: -1.3323 Loss_G: -5.7332, Wasserstein_dist:1.8706, vae_loss_seen:721.0457 GZSL: seen=0.4031, unseen=0.4833, h=0.4396 ZSL: unseen accuracy=0.6285
[127/400]  Loss_D: -1.3173 Loss_G: -5.9269, Wasserstein_dist:1.8013, vae_loss_seen:726.7160 GZSL: seen=0.4101, unseen=0.4681, h=0.4372 ZSL: unseen accuracy=0.6354
[128/400]  Loss_D: -1.2654 Loss_G: -7.2706, Wasserstein_dist:1.7254, vae_loss_seen:727.7865 GZSL: seen=0.3818, unseen=0.5069, h=0.4356 ZSL: unseen accuracy=0.6347
[129/400]  Loss_D: -1.4506 Loss_G: -5.8040, Wasserstein_dist:2.0300, vae_loss_seen:734.0844 GZSL: seen=0.4097, unseen=0.4889, h=0.4458 ZSL: unseen accuracy=0.6403
[130/400]  Loss_D: -1.3297 Loss_G: -6.9222, Wasserstein_dist:1.8628, vae_loss_seen:733.5026 GZSL: seen=0.4264, unseen=0.4556, h=0.4405 ZSL: unseen accuracy=0.6278
[131/400]  Loss_D: -1.3151 Loss_G: -5.6778, Wasserstein_dist:1.8599, vae_loss_seen:735.6826 GZSL: seen=0.4019, unseen=0.4792, h=0.4372 ZSL: unseen accuracy=0.6333
[132/400]  Loss_D: -1.4830 Loss_G: -5.7719, Wasserstein_dist:1.9737, vae_loss_seen:740.6622 GZSL: seen=0.4124, unseen=0.4701, h=0.4394 ZSL: unseen accuracy=0.6340
[133/400]  Loss_D: -1.4064 Loss_G: -4.7309, Wasserstein_dist:1.9230, vae_loss_seen:725.7339 GZSL: seen=0.4143, unseen=0.4715, h=0.4411 ZSL: unseen accuracy=0.6292
[134/400]  Loss_D: -1.2994 Loss_G: -4.8893, Wasserstein_dist:1.7266, vae_loss_seen:734.7949 GZSL: seen=0.4287, unseen=0.4458, h=0.4371 ZSL: unseen accuracy=0.6306
[135/400]  Loss_D: -1.3037 Loss_G: -6.0458, Wasserstein_dist:1.8218, vae_loss_seen:735.6039 GZSL: seen=0.4171, unseen=0.4653, h=0.4398 ZSL: unseen accuracy=0.6347
[136/400]  Loss_D: -1.5033 Loss_G: -6.5881, Wasserstein_dist:2.0351, vae_loss_seen:719.6025 GZSL: seen=0.4205, unseen=0.4694, h=0.4436 ZSL: unseen accuracy=0.6340
[137/400]  Loss_D: -1.3821 Loss_G: -6.7742, Wasserstein_dist:1.8640, vae_loss_seen:712.7366 GZSL: seen=0.4233, unseen=0.4500, h=0.4362 ZSL: unseen accuracy=0.6319
[138/400]  Loss_D: -1.5218 Loss_G: -6.3484, Wasserstein_dist:2.0750, vae_loss_seen:744.7760 GZSL: seen=0.4078, unseen=0.4569, h=0.4309 ZSL: unseen accuracy=0.6264
[139/400]  Loss_D: -1.2833 Loss_G: -5.4612, Wasserstein_dist:1.7801, vae_loss_seen:745.5677 GZSL: seen=0.4244, unseen=0.4528, h=0.4381 ZSL: unseen accuracy=0.6264
[140/400]  Loss_D: -1.3099 Loss_G: -6.1079, Wasserstein_dist:1.7369, vae_loss_seen:735.7374 GZSL: seen=0.4236, unseen=0.4542, h=0.4384 ZSL: unseen accuracy=0.6306
[141/400]  Loss_D: -1.3263 Loss_G: -6.4772, Wasserstein_dist:1.8146, vae_loss_seen:738.1299 GZSL: seen=0.4000, unseen=0.4826, h=0.4375 ZSL: unseen accuracy=0.6312
[142/400]  Loss_D: -1.3788 Loss_G: -6.6964, Wasserstein_dist:1.8557, vae_loss_seen:732.7447 GZSL: seen=0.4008, unseen=0.4875, h=0.4399 ZSL: unseen accuracy=0.6278
[143/400]  Loss_D: -1.2448 Loss_G: -6.2311, Wasserstein_dist:1.7883, vae_loss_seen:735.0120 GZSL: seen=0.4097, unseen=0.4639, h=0.4351 ZSL: unseen accuracy=0.6222
[144/400]  Loss_D: -1.3282 Loss_G: -5.3385, Wasserstein_dist:1.8105, vae_loss_seen:737.3716 GZSL: seen=0.4120, unseen=0.4639, h=0.4364 ZSL: unseen accuracy=0.6312
[145/400]  Loss_D: -1.6672 Loss_G: -6.3597, Wasserstein_dist:2.1801, vae_loss_seen:743.5179 GZSL: seen=0.4140, unseen=0.4715, h=0.4409 ZSL: unseen accuracy=0.6354
[146/400]  Loss_D: -1.4824 Loss_G: -7.3497, Wasserstein_dist:1.9732, vae_loss_seen:732.3605 GZSL: seen=0.4217, unseen=0.4444, h=0.4328 ZSL: unseen accuracy=0.6292
[147/400]  Loss_D: -1.3596 Loss_G: -5.3559, Wasserstein_dist:1.8644, vae_loss_seen:742.8163 GZSL: seen=0.4116, unseen=0.4618, h=0.4353 ZSL: unseen accuracy=0.6410
[148/400]  Loss_D: -1.3851 Loss_G: -6.6146, Wasserstein_dist:1.9080, vae_loss_seen:742.4443 GZSL: seen=0.4159, unseen=0.4639, h=0.4386 ZSL: unseen accuracy=0.6333
[149/400]  Loss_D: -1.4193 Loss_G: -5.8605, Wasserstein_dist:2.0086, vae_loss_seen:725.0587 GZSL: seen=0.4198, unseen=0.4611, h=0.4395 ZSL: unseen accuracy=0.6299
[150/400]  Loss_D: -1.5639 Loss_G: -7.8346, Wasserstein_dist:2.1553, vae_loss_seen:730.7986 GZSL: seen=0.4120, unseen=0.4819, h=0.4442 ZSL: unseen accuracy=0.6396
[151/400]  Loss_D: -1.4052 Loss_G: -5.8531, Wasserstein_dist:1.9332, vae_loss_seen:719.2060 GZSL: seen=0.3911, unseen=0.4993, h=0.4386 ZSL: unseen accuracy=0.6243
[152/400]  Loss_D: -1.3896 Loss_G: -5.8918, Wasserstein_dist:1.8526, vae_loss_seen:718.6649 GZSL: seen=0.4190, unseen=0.4687, h=0.4425 ZSL: unseen accuracy=0.6250
[153/400]  Loss_D: -1.3922 Loss_G: -4.3732, Wasserstein_dist:1.8943, vae_loss_seen:733.9528 GZSL: seen=0.4109, unseen=0.4653, h=0.4364 ZSL: unseen accuracy=0.6340
[154/400]  Loss_D: -1.4073 Loss_G: -6.6342, Wasserstein_dist:1.8585, vae_loss_seen:719.7675 GZSL: seen=0.4244, unseen=0.4681, h=0.4452 ZSL: unseen accuracy=0.6347
[155/400]  Loss_D: -1.1911 Loss_G: -6.5193, Wasserstein_dist:1.6737, vae_loss_seen:720.9792 GZSL: seen=0.3969, unseen=0.5035, h=0.4439 ZSL: unseen accuracy=0.6486
[156/400]  Loss_D: -1.0824 Loss_G: -5.1348, Wasserstein_dist:1.6205, vae_loss_seen:742.6088 GZSL: seen=0.4085, unseen=0.4750, h=0.4393 ZSL: unseen accuracy=0.6306
[157/400]  Loss_D: -1.5361 Loss_G: -6.0615, Wasserstein_dist:2.0269, vae_loss_seen:739.4796 GZSL: seen=0.4205, unseen=0.4604, h=0.4396 ZSL: unseen accuracy=0.6299
[158/400]  Loss_D: -1.2585 Loss_G: -4.6878, Wasserstein_dist:1.8161, vae_loss_seen:732.2358 GZSL: seen=0.4031, unseen=0.4743, h=0.4358 ZSL: unseen accuracy=0.6312
[159/400]  Loss_D: -1.1586 Loss_G: -4.7105, Wasserstein_dist:1.6328, vae_loss_seen:724.1927 GZSL: seen=0.4174, unseen=0.4729, h=0.4435 ZSL: unseen accuracy=0.6410
[160/400]  Loss_D: -1.4374 Loss_G: -7.2945, Wasserstein_dist:2.0530, vae_loss_seen:725.3154 GZSL: seen=0.4143, unseen=0.4736, h=0.4420 ZSL: unseen accuracy=0.6215
[161/400]  Loss_D: -1.3793 Loss_G: -6.4422, Wasserstein_dist:1.9067, vae_loss_seen:734.4193 GZSL: seen=0.4205, unseen=0.4639, h=0.4412 ZSL: unseen accuracy=0.6278
[162/400]  Loss_D: -1.5633 Loss_G: -4.5020, Wasserstein_dist:2.0963, vae_loss_seen:739.1656 GZSL: seen=0.4151, unseen=0.4493, h=0.4315 ZSL: unseen accuracy=0.6257
[163/400]  Loss_D: -1.3354 Loss_G: -6.9655, Wasserstein_dist:1.8235, vae_loss_seen:740.4470 GZSL: seen=0.4167, unseen=0.4694, h=0.4415 ZSL: unseen accuracy=0.6340
[164/400]  Loss_D: -1.4143 Loss_G: -4.5459, Wasserstein_dist:1.9190, vae_loss_seen:748.3235 GZSL: seen=0.4248, unseen=0.4611, h=0.4422 ZSL: unseen accuracy=0.6375
[165/400]  Loss_D: -1.2344 Loss_G: -3.4719, Wasserstein_dist:1.7009, vae_loss_seen:751.4964 GZSL: seen=0.4101, unseen=0.4778, h=0.4413 ZSL: unseen accuracy=0.6389
[166/400]  Loss_D: -1.5538 Loss_G: -6.5529, Wasserstein_dist:2.0738, vae_loss_seen:734.5667 GZSL: seen=0.4093, unseen=0.4694, h=0.4373 ZSL: unseen accuracy=0.6333
[167/400]  Loss_D: -1.3139 Loss_G: -5.2492, Wasserstein_dist:1.8080, vae_loss_seen:727.7949 GZSL: seen=0.4209, unseen=0.4687, h=0.4436 ZSL: unseen accuracy=0.6361
[168/400]  Loss_D: -1.2457 Loss_G: -6.4163, Wasserstein_dist:1.7624, vae_loss_seen:707.4794 GZSL: seen=0.4155, unseen=0.4708, h=0.4414 ZSL: unseen accuracy=0.6292
[169/400]  Loss_D: -1.1260 Loss_G: -5.8697, Wasserstein_dist:1.5816, vae_loss_seen:731.6609 GZSL: seen=0.4248, unseen=0.4507, h=0.4374 ZSL: unseen accuracy=0.6340
[170/400]  Loss_D: -1.3016 Loss_G: -5.9055, Wasserstein_dist:1.7599, vae_loss_seen:730.8676 GZSL: seen=0.3953, unseen=0.4861, h=0.4361 ZSL: unseen accuracy=0.6201
[171/400]  Loss_D: -1.3641 Loss_G: -6.9435, Wasserstein_dist:1.9494, vae_loss_seen:711.8134 GZSL: seen=0.4043, unseen=0.4785, h=0.4382 ZSL: unseen accuracy=0.6285
[172/400]  Loss_D: -1.2597 Loss_G: -7.4332, Wasserstein_dist:1.7960, vae_loss_seen:719.5947 GZSL: seen=0.4202, unseen=0.4597, h=0.4390 ZSL: unseen accuracy=0.6250
[173/400]  Loss_D: -1.3795 Loss_G: -6.7874, Wasserstein_dist:1.8001, vae_loss_seen:730.2608 GZSL: seen=0.4085, unseen=0.4674, h=0.4360 ZSL: unseen accuracy=0.6285
[174/400]  Loss_D: -1.2014 Loss_G: -6.4515, Wasserstein_dist:1.7305, vae_loss_seen:719.6229 GZSL: seen=0.4039, unseen=0.4910, h=0.4432 ZSL: unseen accuracy=0.6458
[175/400]  Loss_D: -1.0507 Loss_G: -5.7605, Wasserstein_dist:1.4495, vae_loss_seen:719.8151 GZSL: seen=0.4279, unseen=0.4542, h=0.4406 ZSL: unseen accuracy=0.6354
[176/400]  Loss_D: -1.2450 Loss_G: -6.8481, Wasserstein_dist:1.6605, vae_loss_seen:735.5808 GZSL: seen=0.4174, unseen=0.4583, h=0.4369 ZSL: unseen accuracy=0.6326
[177/400]  Loss_D: -1.4584 Loss_G: -6.0829, Wasserstein_dist:1.9710, vae_loss_seen:726.1070 GZSL: seen=0.4240, unseen=0.4549, h=0.4389 ZSL: unseen accuracy=0.6285
[178/400]  Loss_D: -1.2666 Loss_G: -6.0511, Wasserstein_dist:1.7799, vae_loss_seen:734.0479 GZSL: seen=0.4019, unseen=0.4847, h=0.4395 ZSL: unseen accuracy=0.6403
[179/400]  Loss_D: -1.3240 Loss_G: -6.6883, Wasserstein_dist:1.8361, vae_loss_seen:732.8877 GZSL: seen=0.3814, unseen=0.5132, h=0.4376 ZSL: unseen accuracy=0.6306
[180/400]  Loss_D: -1.3125 Loss_G: -6.1180, Wasserstein_dist:1.7887, vae_loss_seen:734.4174 GZSL: seen=0.4109, unseen=0.4778, h=0.4418 ZSL: unseen accuracy=0.6292
[181/400]  Loss_D: -1.4758 Loss_G: -7.3068, Wasserstein_dist:1.9714, vae_loss_seen:734.7796 GZSL: seen=0.4116, unseen=0.4681, h=0.4380 ZSL: unseen accuracy=0.6410
[182/400]  Loss_D: -1.3671 Loss_G: -6.6795, Wasserstein_dist:1.8749, vae_loss_seen:728.3748 GZSL: seen=0.4275, unseen=0.4556, h=0.4411 ZSL: unseen accuracy=0.6271
[183/400]  Loss_D: -1.5483 Loss_G: -7.9415, Wasserstein_dist:2.1067, vae_loss_seen:729.2920 GZSL: seen=0.4093, unseen=0.4785, h=0.4412 ZSL: unseen accuracy=0.6389
[184/400]  Loss_D: -1.2120 Loss_G: -5.6626, Wasserstein_dist:1.6898, vae_loss_seen:741.5997 GZSL: seen=0.3837, unseen=0.4937, h=0.4318 ZSL: unseen accuracy=0.6257
[185/400]  Loss_D: -1.1357 Loss_G: -5.1004, Wasserstein_dist:1.6308, vae_loss_seen:731.4083 GZSL: seen=0.4124, unseen=0.4604, h=0.4351 ZSL: unseen accuracy=0.6264
[186/400]  Loss_D: -1.2814 Loss_G: -5.5649, Wasserstein_dist:1.7453, vae_loss_seen:738.7994 GZSL: seen=0.4039, unseen=0.4764, h=0.4371 ZSL: unseen accuracy=0.6257
[187/400]  Loss_D: -1.4288 Loss_G: -5.9870, Wasserstein_dist:1.9640, vae_loss_seen:731.1015 GZSL: seen=0.4240, unseen=0.4389, h=0.4313 ZSL: unseen accuracy=0.6285
[188/400]  Loss_D: -1.3720 Loss_G: -6.9400, Wasserstein_dist:1.8791, vae_loss_seen:726.8934 GZSL: seen=0.4109, unseen=0.4715, h=0.4391 ZSL: unseen accuracy=0.6285
[189/400]  Loss_D: -1.3033 Loss_G: -6.1876, Wasserstein_dist:1.8651, vae_loss_seen:732.5701 GZSL: seen=0.4031, unseen=0.4757, h=0.4364 ZSL: unseen accuracy=0.6333
[190/400]  Loss_D: -1.2744 Loss_G: -6.7003, Wasserstein_dist:1.7626, vae_loss_seen:728.2246 GZSL: seen=0.4260, unseen=0.4479, h=0.4367 ZSL: unseen accuracy=0.6257
[191/400]  Loss_D: -1.2856 Loss_G: -6.2693, Wasserstein_dist:1.8255, vae_loss_seen:719.8683 GZSL: seen=0.4167, unseen=0.4562, h=0.4356 ZSL: unseen accuracy=0.6236
[192/400]  Loss_D: -1.2906 Loss_G: -5.5169, Wasserstein_dist:1.7997, vae_loss_seen:733.5333 GZSL: seen=0.4124, unseen=0.4750, h=0.4415 ZSL: unseen accuracy=0.6299
[193/400]  Loss_D: -1.4178 Loss_G: -6.9661, Wasserstein_dist:1.8934, vae_loss_seen:736.6483 GZSL: seen=0.4058, unseen=0.4792, h=0.4395 ZSL: unseen accuracy=0.6306
[194/400]  Loss_D: -1.3855 Loss_G: -6.3657, Wasserstein_dist:1.9060, vae_loss_seen:737.0737 GZSL: seen=0.3764, unseen=0.5194, h=0.4365 ZSL: unseen accuracy=0.6187
[195/400]  Loss_D: -1.3463 Loss_G: -6.5705, Wasserstein_dist:1.8266, vae_loss_seen:726.6074 GZSL: seen=0.3833, unseen=0.5111, h=0.4381 ZSL: unseen accuracy=0.6299
[196/400]  Loss_D: -1.3506 Loss_G: -7.9728, Wasserstein_dist:1.8991, vae_loss_seen:730.1392 GZSL: seen=0.3973, unseen=0.4875, h=0.4378 ZSL: unseen accuracy=0.6389
[197/400]  Loss_D: -1.2818 Loss_G: -5.4908, Wasserstein_dist:1.7692, vae_loss_seen:730.5093 GZSL: seen=0.3973, unseen=0.4903, h=0.4389 ZSL: unseen accuracy=0.6361
[198/400]  Loss_D: -1.3393 Loss_G: -5.7178, Wasserstein_dist:1.8392, vae_loss_seen:731.4308 GZSL: seen=0.3888, unseen=0.5104, h=0.4414 ZSL: unseen accuracy=0.6285
[199/400]  Loss_D: -1.2828 Loss_G: -6.5705, Wasserstein_dist:1.7162, vae_loss_seen:728.2123 GZSL: seen=0.4054, unseen=0.4785, h=0.4389 ZSL: unseen accuracy=0.6319
[200/400]  Loss_D: -1.1326 Loss_G: -6.5147, Wasserstein_dist:1.5791, vae_loss_seen:724.4523 GZSL: seen=0.4116, unseen=0.4576, h=0.4334 ZSL: unseen accuracy=0.6187
[201/400]  Loss_D: -1.3725 Loss_G: -7.0041, Wasserstein_dist:1.8616, vae_loss_seen:728.7089 GZSL: seen=0.3977, unseen=0.4757, h=0.4332 ZSL: unseen accuracy=0.6333
[202/400]  Loss_D: -1.5163 Loss_G: -7.2187, Wasserstein_dist:2.1283, vae_loss_seen:736.8003 GZSL: seen=0.3845, unseen=0.5139, h=0.4399 ZSL: unseen accuracy=0.6299
[203/400]  Loss_D: -1.1106 Loss_G: -5.7486, Wasserstein_dist:1.6085, vae_loss_seen:725.4782 GZSL: seen=0.4271, unseen=0.4396, h=0.4333 ZSL: unseen accuracy=0.6194
[204/400]  Loss_D: -1.1236 Loss_G: -5.9551, Wasserstein_dist:1.5748, vae_loss_seen:711.6251 GZSL: seen=0.4062, unseen=0.4924, h=0.4452 ZSL: unseen accuracy=0.6361
[205/400]  Loss_D: -1.2115 Loss_G: -5.0449, Wasserstein_dist:1.6627, vae_loss_seen:725.9568 GZSL: seen=0.4004, unseen=0.4910, h=0.4411 ZSL: unseen accuracy=0.6278
[206/400]  Loss_D: -1.4836 Loss_G: -6.1780, Wasserstein_dist:1.9979, vae_loss_seen:738.9642 GZSL: seen=0.3888, unseen=0.5069, h=0.4401 ZSL: unseen accuracy=0.6264
[207/400]  Loss_D: -1.3795 Loss_G: -6.8380, Wasserstein_dist:1.8803, vae_loss_seen:712.7651 GZSL: seen=0.3992, unseen=0.4847, h=0.4378 ZSL: unseen accuracy=0.6312
[208/400]  Loss_D: -1.3644 Loss_G: -6.8548, Wasserstein_dist:1.8616, vae_loss_seen:732.3392 GZSL: seen=0.4256, unseen=0.4486, h=0.4368 ZSL: unseen accuracy=0.6271
[209/400]  Loss_D: -1.2926 Loss_G: -6.7286, Wasserstein_dist:1.8371, vae_loss_seen:708.0725 GZSL: seen=0.4116, unseen=0.4611, h=0.4350 ZSL: unseen accuracy=0.6278
[210/400]  Loss_D: -1.2412 Loss_G: -6.2534, Wasserstein_dist:1.6792, vae_loss_seen:719.7238 GZSL: seen=0.3973, unseen=0.4917, h=0.4395 ZSL: unseen accuracy=0.6340
[211/400]  Loss_D: -1.3709 Loss_G: -6.3124, Wasserstein_dist:1.8070, vae_loss_seen:734.3609 GZSL: seen=0.4078, unseen=0.4792, h=0.4406 ZSL: unseen accuracy=0.6285
[212/400]  Loss_D: -1.4008 Loss_G: -5.9817, Wasserstein_dist:1.9362, vae_loss_seen:720.7926 GZSL: seen=0.3969, unseen=0.4785, h=0.4339 ZSL: unseen accuracy=0.6208
[213/400]  Loss_D: -1.4472 Loss_G: -7.2446, Wasserstein_dist:1.9822, vae_loss_seen:729.7001 GZSL: seen=0.4016, unseen=0.4708, h=0.4334 ZSL: unseen accuracy=0.6264
[214/400]  Loss_D: -1.4056 Loss_G: -5.4412, Wasserstein_dist:1.9132, vae_loss_seen:723.8146 GZSL: seen=0.4023, unseen=0.4653, h=0.4315 ZSL: unseen accuracy=0.6229
[215/400]  Loss_D: -1.4213 Loss_G: -6.3601, Wasserstein_dist:1.9258, vae_loss_seen:725.2305 GZSL: seen=0.4155, unseen=0.4583, h=0.4359 ZSL: unseen accuracy=0.6229
[216/400]  Loss_D: -1.3081 Loss_G: -5.7770, Wasserstein_dist:1.7431, vae_loss_seen:737.5158 GZSL: seen=0.3864, unseen=0.4993, h=0.4357 ZSL: unseen accuracy=0.6340
[217/400]  Loss_D: -1.2080 Loss_G: -5.4723, Wasserstein_dist:1.6434, vae_loss_seen:711.7093 GZSL: seen=0.4151, unseen=0.4590, h=0.4360 ZSL: unseen accuracy=0.6271
[218/400]  Loss_D: -1.2043 Loss_G: -6.3121, Wasserstein_dist:1.7160, vae_loss_seen:715.6988 GZSL: seen=0.4167, unseen=0.4632, h=0.4387 ZSL: unseen accuracy=0.6340
[219/400]  Loss_D: -1.3031 Loss_G: -7.6856, Wasserstein_dist:1.8120, vae_loss_seen:694.8591 GZSL: seen=0.4140, unseen=0.4576, h=0.4347 ZSL: unseen accuracy=0.6264
[220/400]  Loss_D: -1.3278 Loss_G: -6.4465, Wasserstein_dist:1.8043, vae_loss_seen:714.5116 GZSL: seen=0.4194, unseen=0.4507, h=0.4345 ZSL: unseen accuracy=0.6264
[221/400]  Loss_D: -1.3677 Loss_G: -6.5302, Wasserstein_dist:1.8608, vae_loss_seen:739.6651 GZSL: seen=0.4205, unseen=0.4542, h=0.4367 ZSL: unseen accuracy=0.6187
[222/400]  Loss_D: -1.3011 Loss_G: -7.0390, Wasserstein_dist:1.8881, vae_loss_seen:711.4016 GZSL: seen=0.4225, unseen=0.4431, h=0.4325 ZSL: unseen accuracy=0.6243
[223/400]  Loss_D: -1.5285 Loss_G: -7.4318, Wasserstein_dist:2.0571, vae_loss_seen:719.6747 GZSL: seen=0.4027, unseen=0.4812, h=0.4385 ZSL: unseen accuracy=0.6292
[224/400]  Loss_D: -1.1882 Loss_G: -7.0454, Wasserstein_dist:1.6758, vae_loss_seen:721.2535 GZSL: seen=0.3860, unseen=0.4944, h=0.4336 ZSL: unseen accuracy=0.6181
[225/400]  Loss_D: -1.3434 Loss_G: -7.3452, Wasserstein_dist:1.8984, vae_loss_seen:727.8209 GZSL: seen=0.3992, unseen=0.4806, h=0.4361 ZSL: unseen accuracy=0.6285
[226/400]  Loss_D: -1.3857 Loss_G: -6.2408, Wasserstein_dist:1.9308, vae_loss_seen:730.7471 GZSL: seen=0.4089, unseen=0.4681, h=0.4365 ZSL: unseen accuracy=0.6187
[227/400]  Loss_D: -1.3354 Loss_G: -5.9639, Wasserstein_dist:1.8227, vae_loss_seen:743.2685 GZSL: seen=0.4167, unseen=0.4646, h=0.4393 ZSL: unseen accuracy=0.6292
[228/400]  Loss_D: -1.2560 Loss_G: -6.5160, Wasserstein_dist:1.7740, vae_loss_seen:733.6431 GZSL: seen=0.4078, unseen=0.4757, h=0.4391 ZSL: unseen accuracy=0.6333
[229/400]  Loss_D: -1.3492 Loss_G: -6.6230, Wasserstein_dist:1.8549, vae_loss_seen:733.0523 GZSL: seen=0.4174, unseen=0.4618, h=0.4385 ZSL: unseen accuracy=0.6340
[230/400]  Loss_D: -1.2722 Loss_G: -6.1953, Wasserstein_dist:1.7271, vae_loss_seen:734.3386 GZSL: seen=0.4302, unseen=0.4271, h=0.4287 ZSL: unseen accuracy=0.6215
[231/400]  Loss_D: -1.4885 Loss_G: -7.6298, Wasserstein_dist:2.0540, vae_loss_seen:728.4599 GZSL: seen=0.4217, unseen=0.4493, h=0.4351 ZSL: unseen accuracy=0.6278
[232/400]  Loss_D: -1.2732 Loss_G: -7.1403, Wasserstein_dist:1.7650, vae_loss_seen:719.6859 GZSL: seen=0.4066, unseen=0.4778, h=0.4393 ZSL: unseen accuracy=0.6201
[233/400]  Loss_D: -1.3647 Loss_G: -7.2945, Wasserstein_dist:1.8334, vae_loss_seen:738.6729 GZSL: seen=0.4244, unseen=0.4417, h=0.4329 ZSL: unseen accuracy=0.6292
[234/400]  Loss_D: -1.2719 Loss_G: -5.5511, Wasserstein_dist:1.7547, vae_loss_seen:732.5981 GZSL: seen=0.4101, unseen=0.4687, h=0.4375 ZSL: unseen accuracy=0.6229
[235/400]  Loss_D: -1.4039 Loss_G: -6.9845, Wasserstein_dist:1.8751, vae_loss_seen:738.3071 GZSL: seen=0.4163, unseen=0.4597, h=0.4369 ZSL: unseen accuracy=0.6174
[236/400]  Loss_D: -1.2196 Loss_G: -7.1929, Wasserstein_dist:1.7075, vae_loss_seen:719.8458 GZSL: seen=0.4027, unseen=0.4687, h=0.4332 ZSL: unseen accuracy=0.6264
[237/400]  Loss_D: -1.3804 Loss_G: -7.8651, Wasserstein_dist:1.8781, vae_loss_seen:734.0189 GZSL: seen=0.4093, unseen=0.4674, h=0.4364 ZSL: unseen accuracy=0.6257
[238/400]  Loss_D: -1.1454 Loss_G: -6.8897, Wasserstein_dist:1.6787, vae_loss_seen:717.4673 GZSL: seen=0.3930, unseen=0.4854, h=0.4344 ZSL: unseen accuracy=0.6306
[239/400]  Loss_D: -1.3253 Loss_G: -6.2636, Wasserstein_dist:1.8655, vae_loss_seen:729.6706 GZSL: seen=0.4171, unseen=0.4583, h=0.4367 ZSL: unseen accuracy=0.6271
[240/400]  Loss_D: -1.3437 Loss_G: -7.1259, Wasserstein_dist:1.9343, vae_loss_seen:727.8606 GZSL: seen=0.4287, unseen=0.4514, h=0.4397 ZSL: unseen accuracy=0.6174
[241/400]  Loss_D: -1.2615 Loss_G: -7.2078, Wasserstein_dist:1.7121, vae_loss_seen:732.6337 GZSL: seen=0.4271, unseen=0.4347, h=0.4309 ZSL: unseen accuracy=0.6257
